Counter: 0 | X: 2.866795 | Y:0.026039 | Z: 0.001590
Counter: 146 | X: 1.609166 | Y:1.955437 | Z: 1.644676
Counter: 147 | X: 1.637761 | Y:1.967378 | Z: 1.633854
Counter: 148 | X: 1.627566 | Y:1.964066 | Z: 1.626985
Counter: 149 | X: 1.618039 | Y:1.953067 | Z: 1.621661
Counter: 150 | X: 1.642932 | Y:1.993880 | Z: 1.611915
Counter: 151 | X: 1.627998 | Y:1.985442 | Z: 1.571983
Counter: 152 | X: 1.590563 | Y:2.008459 | Z: 1.597341
Counter: 153 | X: 1.608266 | Y:1.981409 | Z: 1.526510
Counter: 154 | X: 1.398684 | Y:1.688440 | Z: 1.411835
Counter: 155 | X: 1.515364 | Y:1.937976 | Z: 1.554276
Counter: 156 | X: 1.576793 | Y:1.985622 | Z: 1.586386
Counter: 157 | X: 1.576938 | Y:1.998362 | Z: 1.591265
Counter: 158 | X: 1.562335 | Y:2.010075 | Z: 1.589931
Counter: 159 | X: 1.558452 | Y:2.017661 | Z: 1.585068
Counter: 160 | X: 1.559545 | Y:2.022767 | Z: 1.578196
Counter: 161 | X: 1.571937 | Y:2.016235 | Z: 1.576376
Counter: 162 | X: 1.575061 | Y:2.002241 | Z: 1.582184
Counter: 163 | X: 1.563748 | Y:1.989499 | Z: 1.582224
Counter: 164 | X: 1.564902 | Y:1.982215 | Z: 1.574688
Counter: 165 | X: 1.579024 | Y:1.978085 | Z: 1.574978
Counter: 166 | X: 1.577288 | Y:1.972601 | Z: 1.583083
Counter: 167 | X: 1.567580 | Y:1.958718 | Z: 1.597377
Counter: 168 | X: 1.557889 | Y:1.938519 | Z: 1.616808
Counter: 169 | X: 1.547439 | Y:1.925663 | Z: 1.622122
Counter: 170 | X: 1.543739 | Y:1.927733 | Z: 1.621118
Counter: 171 | X: 1.543910 | Y:1.933851 | Z: 1.617430
Counter: 172 | X: 1.541973 | Y:1.937793 | Z: 1.617975
Counter: 173 | X: 1.544831 | Y:1.938698 | Z: 1.614624
Counter: 174 | X: 1.552369 | Y:1.934671 | Z: 1.605671
Counter: 175 | X: 1.558148 | Y:1.927663 | Z: 1.598621
Counter: 176 | X: 1.561575 | Y:1.923200 | Z: 1.594827
Counter: 177 | X: 1.564936 | Y:1.924694 | Z: 1.593725
Counter: 178 | X: 1.564331 | Y:1.929131 | Z: 1.595505
Counter: 179 | X: 1.553608 | Y:1.938410 | Z: 1.598885
Counter: 180 | X: 1.554032 | Y:1.947635 | Z: 1.597330
Counter: 181 | X: 1.559288 | Y:1.950594 | Z: 1.592033
Counter: 182 | X: 1.561073 | Y:1.952995 | Z: 1.591839
Counter: 183 | X: 1.558190 | Y:1.950243 | Z: 1.596294
Counter: 184 | X: 1.557747 | Y:1.944444 | Z: 1.595131
Counter: 185 | X: 1.558855 | Y:1.943897 | Z: 1.585965
Counter: 186 | X: 1.560381 | Y:1.949123 | Z: 1.579994
Counter: 0 | X: 1.561894 | Y:1.951657 | Z: 1.573020
Counter: 1 | X: 1.560300 | Y:1.955062 | Z: 1.569789
Counter: 2 | X: 1.560321 | Y:1.958573 | Z: 1.569044
Counter: 3 | X: 1.562691 | Y:1.958548 | Z: 1.568656
Counter: 4 | X: 1.557485 | Y:1.959841 | Z: 1.567739
Counter: 5 | X: 1.554597 | Y:1.964461 | Z: 1.567500
Counter: 6 | X: 1.555687 | Y:1.966329 | Z: 1.567160
Counter: 7 | X: 1.555905 | Y:1.968689 | Z: 1.569035
Counter: 8 | X: 1.554688 | Y:1.972039 | Z: 1.567356
Counter: 9 | X: 1.554274 | Y:1.970271 | Z: 1.569815
Counter: 10 | X: 1.557548 | Y:1.963796 | Z: 1.568314
Counter: 11 | X: 1.559668 | Y:1.955306 | Z: 1.573779
Counter: 12 | X: 1.573148 | Y:1.902315 | Z: 1.584642
Counter: 13 | X: 1.596081 | Y:1.922844 | Z: 1.533222
Counter: 14 | X: 1.545604 | Y:1.981074 | Z: 1.564834
Counter: 15 | X: 1.521034 | Y:1.987142 | Z: 1.568333
Counter: 16 | X: 1.515537 | Y:1.977421 | Z: 1.581769
Counter: 17 | X: 1.501115 | Y:1.963658 | Z: 1.589401
Counter: 18 | X: 1.521432 | Y:1.954692 | Z: 1.600275
Counter: 19 | X: 1.519007 | Y:1.949019 | Z: 1.614129
Counter: 20 | X: 1.519380 | Y:1.947326 | Z: 1.621684
Counter: 21 | X: 1.523015 | Y:1.953601 | Z: 1.617855
Counter: 22 | X: 1.528057 | Y:1.957812 | Z: 1.619886
Counter: 23 | X: 1.519311 | Y:1.957297 | Z: 1.625258
Counter: 24 | X: 1.509123 | Y:1.956633 | Z: 1.632182
Counter: 25 | X: 1.501030 | Y:1.953674 | Z: 1.631024
Counter: 26 | X: 1.506111 | Y:1.953518 | Z: 1.620317
Counter: 27 | X: 1.498670 | Y:1.843102 | Z: 1.475737
Counter: 28 | X: 1.236097 | Y:1.474383 | Z: 1.322178
Counter: 29 | X: 1.406249 | Y:1.836845 | Z: 1.536603
Counter: 30 | X: 1.511231 | Y:1.912136 | Z: 1.585175
Counter: 31 | X: 1.535296 | Y:1.926249 | Z: 1.594742
Counter: 32 | X: 1.540991 | Y:1.932931 | Z: 1.593668
Counter: 33 | X: 1.543189 | Y:1.938394 | Z: 1.592976
Counter: 34 | X: 1.545774 | Y:1.942024 | Z: 1.591732
Counter: 35 | X: 1.546013 | Y:1.948145 | Z: 1.587260
Counter: 36 | X: 1.538620 | Y:1.950954 | Z: 1.588256
Counter: 37 | X: 1.528380 | Y:1.955958 | Z: 1.593174
Counter: 38 | X: 1.517813 | Y:1.959478 | Z: 1.598420
Counter: 39 | X: 1.512668 | Y:1.957974 | Z: 1.606252
Counter: 40 | X: 1.510380 | Y:1.954145 | Z: 1.617160
Counter: 41 | X: 1.513186 | Y:1.954043 | Z: 1.616509
Counter: 42 | X: 1.517457 | Y:1.956913 | Z: 1.614290
Counter: 43 | X: 1.522746 | Y:1.960324 | Z: 1.609762
Counter: 44 | X: 1.527535 | Y:1.964603 | Z: 1.598986
Counter: 45 | X: 1.532302 | Y:1.968158 | Z: 1.590928
Counter: 46 | X: 1.531445 | Y:1.968580 | Z: 1.585983
Counter: 47 | X: 1.535401 | Y:1.968276 | Z: 1.579085
Counter: 48 | X: 1.539955 | Y:1.965980 | Z: 1.576666
Counter: 49 | X: 1.537850 | Y:1.962713 | Z: 1.580016
Counter: 50 | X: 1.527884 | Y:1.957970 | Z: 1.580035
Counter: 51 | X: 1.522807 | Y:1.956887 | Z: 1.577374
Counter: 52 | X: 1.523718 | Y:1.965101 | Z: 1.570062
Counter: 53 | X: 1.521672 | Y:1.973415 | Z: 1.569287
Counter: 54 | X: 1.519414 | Y:1.976371 | Z: 1.566959
Counter: 55 | X: 1.519082 | Y:1.979519 | Z: 1.564660
Counter: 56 | X: 1.521897 | Y:1.981456 | Z: 1.568112
Counter: 57 | X: 1.515520 | Y:1.975853 | Z: 1.566262
Counter: 58 | X: 1.511151 | Y:1.973858 | Z: 1.565617
Counter: 59 | X: 1.509340 | Y:1.975561 | Z: 1.564629
Counter: 60 | X: 1.512665 | Y:1.971540 | Z: 1.563849
Counter: 61 | X: 1.516694 | Y:1.966640 | Z: 1.562187
Counter: 62 | X: 1.523237 | Y:1.961840 | Z: 1.557820
Counter: 63 | X: 1.529229 | Y:1.958206 | Z: 1.554956
Counter: 64 | X: 1.527851 | Y:1.955853 | Z: 1.551631
Counter: 65 | X: 1.529498 | Y:1.958039 | Z: 1.551577
Counter: 66 | X: 1.530134 | Y:1.957432 | Z: 1.550101
Counter: 67 | X: 1.531508 | Y:1.956697 | Z: 1.549231
Counter: 68 | X: 1.530703 | Y:1.939466 | Z: 1.540669
Counter: 69 | X: 1.531641 | Y:1.950235 | Z: 1.552237
Counter: 70 | X: 1.449300 | Y:1.771195 | Z: 1.428967
Counter: 71 | X: 1.478267 | Y:1.904649 | Z: 1.533064
Counter: 72 | X: 1.531263 | Y:1.941909 | Z: 1.552858
Counter: 73 | X: 1.545071 | Y:1.947995 | Z: 1.556601
Counter: 74 | X: 1.548024 | Y:1.949845 | Z: 1.554668
Counter: 75 | X: 1.548828 | Y:1.952150 | Z: 1.474296
Counter: 76 | X: 1.516656 | Y:1.918124 | Z: 1.541326
Counter: 77 | X: 1.469282 | Y:1.864904 | Z: 1.509688
Counter: 78 | X: 1.536216 | Y:1.922690 | Z: 1.538025
Counter: 79 | X: 1.553938 | Y:1.937053 | Z: 1.544717
Counter: 80 | X: 1.559997 | Y:1.909040 | Z: 1.481286
Counter: 81 | X: 1.353696 | Y:1.622116 | Z: 1.388702
Counter: 82 | X: 1.472776 | Y:1.888292 | Z: 1.506169
Counter: 83 | X: 1.528257 | Y:1.940727 | Z: 1.533042
Counter: 84 | X: 1.533511 | Y:1.958937 | Z: 1.538678
Counter: 85 | X: 1.534519 | Y:1.968785 | Z: 1.542351
Counter: 86 | X: 1.536318 | Y:1.973001 | Z: 1.541441
Counter: 87 | X: 1.539322 | Y:1.972222 | Z: 1.542631
Counter: 88 | X: 1.543505 | Y:1.973170 | Z: 1.542073
Counter: 89 | X: 1.548718 | Y:1.970726 | Z: 1.548015
Counter: 90 | X: 1.546947 | Y:1.964851 | Z: 1.555429
Counter: 91 | X: 1.544933 | Y:1.962667 | Z: 1.557015
Counter: 92 | X: 1.545795 | Y:1.961726 | Z: 1.553861
Counter: 93 | X: 1.548063 | Y:1.962177 | Z: 1.550395
Counter: 94 | X: 1.550081 | Y:1.964008 | Z: 1.547077
Counter: 95 | X: 1.555146 | Y:1.964396 | Z: 1.542941
Counter: 96 | X: 1.552334 | Y:1.962932 | Z: 1.541526
Counter: 97 | X: 1.546698 | Y:1.962943 | Z: 1.543899
Counter: 98 | X: 1.544966 | Y:1.963056 | Z: 1.543420
Counter: 99 | X: 1.548132 | Y:1.963894 | Z: 1.543293
Counter: 100 | X: 1.551739 | Y:1.966845 | Z: 1.540868
Counter: 101 | X: 1.553289 | Y:1.969506 | Z: 1.539162
Counter: 102 | X: 1.546809 | Y:1.967150 | Z: 1.543399
Counter: 103 | X: 1.544734 | Y:1.967127 | Z: 1.544775
Counter: 104 | X: 1.548843 | Y:1.967841 | Z: 1.543619
Counter: 105 | X: 1.549757 | Y:1.965695 | Z: 1.545009
Counter: 106 | X: 1.550226 | Y:1.963640 | Z: 1.548279
Counter: 107 | X: 1.550324 | Y:1.962494 | Z: 1.550340
Counter: 108 | X: 1.551347 | Y:1.962106 | Z: 1.546928
Counter: 109 | X: 1.550442 | Y:1.964983 | Z: 1.545536
Counter: 110 | X: 1.548808 | Y:1.969720 | Z: 1.547594
Counter: 111 | X: 1.551054 | Y:1.974815 | Z: 1.544289
Counter: 112 | X: 1.552695 | Y:1.978446 | Z: 1.547947
Counter: 113 | X: 1.552708 | Y:1.982446 | Z: 1.555236
Counter: 114 | X: 1.548392 | Y:1.985825 | Z: 1.563916
Counter: 115 | X: 1.544319 | Y:1.985109 | Z: 1.564120
Counter: 116 | X: 1.542719 | Y:1.976631 | Z: 1.560578
Counter: 117 | X: 1.545787 | Y:1.967057 | Z: 1.555075
Counter: 118 | X: 1.545801 | Y:1.957873 | Z: 1.554432
Counter: 119 | X: 1.541886 | Y:1.949352 | Z: 1.551631
Counter: 120 | X: 1.549256 | Y:1.948734 | Z: 1.545081
Counter: 121 | X: 1.556176 | Y:1.949055 | Z: 1.541522
Counter: 122 | X: 1.556285 | Y:1.950586 | Z: 1.537675
Counter: 123 | X: 1.556885 | Y:1.953432 | Z: 1.537897
Counter: 124 | X: 1.555404 | Y:1.952861 | Z: 1.541606
Counter: 125 | X: 1.553236 | Y:1.951201 | Z: 1.548189
Counter: 126 | X: 1.552851 | Y:1.950792 | Z: 1.550951
Counter: 127 | X: 1.552082 | Y:1.951803 | Z: 1.549934
Counter: 128 | X: 1.555084 | Y:1.952125 | Z: 1.545958
Counter: 129 | X: 1.557755 | Y:1.953270 | Z: 1.543713
Counter: 130 | X: 1.559420 | Y:1.952630 | Z: 1.543879
Counter: 131 | X: 1.555641 | Y:1.952167 | Z: 1.545200
Counter: 132 | X: 1.554583 | Y:1.953556 | Z: 1.548889
Counter: 133 | X: 1.555386 | Y:1.956540 | Z: 1.549282
Counter: 134 | X: 1.558303 | Y:1.961275 | Z: 1.552081
Counter: 135 | X: 1.558241 | Y:1.967075 | Z: 1.557246
Counter: 136 | X: 1.556663 | Y:1.971168 | Z: 1.560434
Counter: 137 | X: 1.552818 | Y:1.972915 | Z: 1.558402
Counter: 138 | X: 1.551174 | Y:1.971653 | Z: 1.554935
Counter: 139 | X: 1.551599 | Y:1.969237 | Z: 1.552648
Counter: 140 | X: 1.556203 | Y:1.966013 | Z: 1.551084
Counter: 141 | X: 1.561576 | Y:1.961812 | Z: 1.548056
Counter: 142 | X: 1.562697 | Y:1.960652 | Z: 1.548676
Counter: 143 | X: 1.561700 | Y:1.959193 | Z: 1.551621
Counter: 144 | X: 1.562125 | Y:1.957574 | Z: 1.554915
Counter: 145 | X: 1.558980 | Y:1.959298 | Z: 1.563220
Counter: 146 | X: 1.555676 | Y:1.960225 | Z: 1.565247
Counter: 147 | X: 1.553103 | Y:1.968814 | Z: 1.563527
Counter: 148 | X: 1.555116 | Y:1.970263 | Z: 1.560522
Counter: 149 | X: 1.563306 | Y:1.970917 | Z: 1.553152
Counter: 150 | X: 1.569309 | Y:1.968864 | Z: 1.549839
Counter: 151 | X: 1.566573 | Y:1.966468 | Z: 1.551876
Counter: 152 | X: 1.559615 | Y:1.965617 | Z: 1.559291
Counter: 153 | X: 1.551880 | Y:1.965380 | Z: 1.562525
Counter: 154 | X: 1.549006 | Y:1.966726 | Z: 1.564903
Counter: 155 | X: 1.551167 | Y:1.967683 | Z: 1.563203
Counter: 156 | X: 1.553659 | Y:1.967052 | Z: 1.561754
Counter: 157 | X: 1.556957 | Y:1.970469 | Z: 1.562801
Counter: 158 | X: 1.562028 | Y:1.972311 | Z: 1.566949
Counter: 159 | X: 1.566241 | Y:1.967027 | Z: 1.572078
Counter: 160 | X: 1.569704 | Y:1.965095 | Z: 1.579955
Counter: 161 | X: 1.570676 | Y:1.960837 | Z: 1.593621
Counter: 162 | X: 1.570791 | Y:1.955574 | Z: 1.602207
Counter: 163 | X: 1.569206 | Y:1.955401 | Z: 1.609616
Counter: 164 | X: 1.567260 | Y:1.957035 | Z: 1.616247
Counter: 165 | X: 1.565464 | Y:1.962831 | Z: 1.617652
Counter: 166 | X: 1.565809 | Y:1.971940 | Z: 1.622292
Counter: 167 | X: 1.563801 | Y:1.975856 | Z: 1.636794
Counter: 168 | X: 1.563398 | Y:1.977246 | Z: 1.643122
Counter: 169 | X: 1.570188 | Y:1.977396 | Z: 1.636532
Counter: 170 | X: 1.567817 | Y:1.980038 | Z: 1.630707
Counter: 171 | X: 1.569534 | Y:1.978751 | Z: 1.626800
Counter: 172 | X: 1.570441 | Y:1.973471 | Z: 1.617608
Counter: 173 | X: 1.573712 | Y:1.961535 | Z: 1.578380
Counter: 174 | X: 1.431669 | Y:1.800932 | Z: 1.527413
Counter: 175 | X: 1.535125 | Y:1.916904 | Z: 1.580712
Counter: 176 | X: 1.563782 | Y:1.941357 | Z: 1.585199
Counter: 177 | X: 1.570986 | Y:1.957109 | Z: 1.581937
Counter: 178 | X: 1.569862 | Y:1.965444 | Z: 1.569892
Counter: 179 | X: 1.563446 | Y:1.939080 | Z: 1.485098
Counter: 180 | X: 1.337621 | Y:1.616415 | Z: 1.368141
Counter: 181 | X: 1.473395 | Y:1.909903 | Z: 1.543974
Counter: 182 | X: 1.548024 | Y:1.956189 | Z: 1.592363
Counter: 183 | X: 1.535905 | Y:1.914486 | Z: 1.587979
Counter: 184 | X: 1.548872 | Y:1.957043 | Z: 1.629146
Counter: 185 | X: 1.567839 | Y:1.968277 | Z: 1.636120
Counter: 186 | X: 1.573110 | Y:1.970989 | Z: 1.634521
Counter: 187 | X: 1.547903 | Y:1.945674 | Z: 1.627670
Counter: 188 | X: 1.571872 | Y:1.968264 | Z: 1.633370
Counter: 189 | X: 1.578534 | Y:1.931572 | Z: 1.567141
Counter: 190 | X: 1.518451 | Y:1.907513 | Z: 1.581077
Counter: 0 | X: 1.564973 | Y:1.948048 | Z: 1.611202
Counter: 1 | X: 1.514922 | Y:1.816329 | Z: 1.466138
Counter: 2 | X: 1.493113 | Y:1.905910 | Z: 1.578190
Counter: 3 | X: 1.587925 | Y:1.961522 | Z: 1.611632
Counter: 4 | X: 1.597922 | Y:1.970136 | Z: 1.631695
Counter: 5 | X: 1.598910 | Y:1.975207 | Z: 1.642054
Counter: 6 | X: 1.599697 | Y:1.978722 | Z: 1.644537
Counter: 7 | X: 1.600457 | Y:1.981469 | Z: 1.644746
Counter: 8 | X: 1.603148 | Y:1.985395 | Z: 1.649303
Counter: 9 | X: 1.596293 | Y:1.984807 | Z: 1.649983
Counter: 10 | X: 1.588468 | Y:1.988938 | Z: 1.646907
Counter: 11 | X: 1.580258 | Y:2.000918 | Z: 1.640145
Counter: 12 | X: 1.570312 | Y:2.010024 | Z: 1.635720
Counter: 13 | X: 1.560048 | Y:2.017484 | Z: 1.624555
Counter: 14 | X: 1.564762 | Y:2.025432 | Z: 1.610600
Counter: 15 | X: 1.587382 | Y:2.028395 | Z: 1.593796
Counter: 16 | X: 1.562353 | Y:2.025594 | Z: 1.586705
Counter: 17 | X: 1.516822 | Y:2.034804 | Z: 1.584349
Counter: 18 | X: 1.534513 | Y:2.088289 | Z: 1.631236
Counter: 19 | X: 1.746348 | Y:2.319168 | Z: 1.575227
Counter: 20 | X: 1.541392 | Y:2.055677 | Z: 1.602568
Counter: 21 | X: 1.410537 | Y:1.854541 | Z: 1.639521
Counter: 22 | X: 1.440586 | Y:1.754438 | Z: 1.600567
Counter: 23 | X: 1.410326 | Y:1.729981 | Z: 1.620764
Counter: 24 | X: 1.462579 | Y:1.769380 | Z: 1.622439
Counter: 25 | X: 1.481632 | Y:1.768668 | Z: 1.559512
Counter: 26 | X: 1.462318 | Y:1.807684 | Z: 1.589394
Counter: 27 | X: 1.471002 | Y:1.826821 | Z: 1.593650
Counter: 28 | X: 1.442868 | Y:1.825271 | Z: 1.591918
Counter: 29 | X: 1.418359 | Y:1.826998 | Z: 1.588859
Counter: 30 | X: 1.412366 | Y:1.837511 | Z: 1.575651
Counter: 31 | X: 1.384954 | Y:1.851522 | Z: 1.590956
Counter: 32 | X: 1.394834 | Y:1.826322 | Z: 1.579186
Counter: 33 | X: 1.386006 | Y:1.818547 | Z: 1.573224
Counter: 34 | X: 1.309194 | Y:1.629445 | Z: 1.356866
Counter: 35 | X: 1.076542 | Y:1.286424 | Z: 1.057847
Counter: 36 | X: 0.825640 | Y:1.046640 | Z: 1.064945
Counter: 37 | X: 1.213155 | Y:1.620304 | Z: 1.451379
Counter: 38 | X: 1.364789 | Y:1.771348 | Z: 1.527428
Counter: 39 | X: 1.382952 | Y:1.803463 | Z: 1.544462
Counter: 40 | X: 1.380053 | Y:1.807022 | Z: 1.553561
Counter: 41 | X: 1.364667 | Y:1.790744 | Z: 1.559838
Counter: 42 | X: 1.353614 | Y:1.789274 | Z: 1.572460
Counter: 43 | X: 1.357093 | Y:1.795462 | Z: 1.574791
Counter: 44 | X: 1.363249 | Y:1.800371 | Z: 1.573090
Counter: 45 | X: 1.362822 | Y:1.799520 | Z: 1.565439
Counter: 46 | X: 1.360324 | Y:1.799967 | Z: 1.561673
Counter: 47 | X: 1.303751 | Y:1.647960 | Z: 1.382255
Counter: 48 | X: 1.068552 | Y:1.331335 | Z: 1.197444
Counter: 49 | X: 1.159127 | Y:1.613517 | Z: 1.464441
Counter: 50 | X: 1.318545 | Y:1.767021 | Z: 1.534067
Counter: 51 | X: 1.354162 | Y:1.797528 | Z: 1.553398
Counter: 52 | X: 1.368860 | Y:1.802054 | Z: 1.561979
Counter: 53 | X: 1.374147 | Y:1.804721 | Z: 1.568068
Counter: 54 | X: 1.374390 | Y:1.811100 | Z: 1.566945
Counter: 55 | X: 1.376706 | Y:1.817145 | Z: 1.562972
Counter: 56 | X: 1.378259 | Y:1.816843 | Z: 1.563172
Counter: 57 | X: 1.377732 | Y:1.813421 | Z: 1.564862
Counter: 58 | X: 1.378147 | Y:1.808634 | Z: 1.574475
Counter: 59 | X: 1.377693 | Y:1.804672 | Z: 1.580300
Counter: 60 | X: 1.382162 | Y:1.807110 | Z: 1.589748
Counter: 61 | X: 1.387939 | Y:1.800873 | Z: 1.601480
Counter: 62 | X: 1.390861 | Y:1.799789 | Z: 1.607344
Counter: 63 | X: 1.395394 | Y:1.802460 | Z: 1.607191
Counter: 64 | X: 1.398736 | Y:1.811982 | Z: 1.602248
Counter: 65 | X: 1.399674 | Y:1.819485 | Z: 1.589562
Counter: 66 | X: 1.404103 | Y:1.833218 | Z: 1.587696
Counter: 67 | X: 1.415321 | Y:1.824102 | Z: 1.571411
Counter: 68 | X: 1.405385 | Y:1.831969 | Z: 1.565799
Counter: 69 | X: 1.418635 | Y:1.847294 | Z: 1.556146
Counter: 70 | X: 1.409165 | Y:1.848660 | Z: 1.538207
Counter: 71 | X: 1.388536 | Y:1.885883 | Z: 1.509535
Counter: 72 | X: 1.356982 | Y:1.880306 | Z: 1.509830
Counter: 73 | X: 1.353650 | Y:1.867334 | Z: 1.524972
Counter: 74 | X: 1.366194 | Y:1.857053 | Z: 1.539615
Counter: 75 | X: 1.382219 | Y:1.863094 | Z: 1.551407
Counter: 76 | X: 1.396166 | Y:1.867204 | Z: 1.560131
Counter: 77 | X: 1.406920 | Y:1.867900 | Z: 1.554334
Counter: 78 | X: 1.417202 | Y:1.862670 | Z: 1.557476
Counter: 79 | X: 1.421088 | Y:1.874055 | Z: 1.566958
Counter: 80 | X: 1.433941 | Y:1.896909 | Z: 1.578264
Counter: 81 | X: 1.447220 | Y:1.904310 | Z: 1.589643
Counter: 82 | X: 1.446916 | Y:1.884176 | Z: 1.582798
Counter: 83 | X: 1.434272 | Y:1.918190 | Z: 1.629692
Counter: 84 | X: 1.468447 | Y:1.892146 | Z: 1.600983
Counter: 85 | X: 1.462090 | Y:1.861173 | Z: 1.626402
Counter: 86 | X: 1.454079 | Y:1.899050 | Z: 1.576667
Counter: 87 | X: 1.450872 | Y:1.884529 | Z: 1.577680
Counter: 88 | X: 1.427186 | Y:1.909837 | Z: 1.595083
Counter: 89 | X: 1.441351 | Y:1.919515 | Z: 1.578681
Counter: 90 | X: 1.446780 | Y:1.881072 | Z: 1.577462
Counter: 91 | X: 1.451117 | Y:1.935071 | Z: 1.593800
Counter: 92 | X: 1.481673 | Y:1.960965 | Z: 1.590445
Counter: 93 | X: 1.484857 | Y:1.947612 | Z: 1.580129
Counter: 94 | X: 1.485557 | Y:1.913544 | Z: 1.562278
Counter: 95 | X: 1.476096 | Y:1.947487 | Z: 1.614466
Counter: 96 | X: 1.506738 | Y:1.949373 | Z: 1.598222
Counter: 97 | X: 1.502955 | Y:1.935837 | Z: 1.600249
Counter: 98 | X: 1.495602 | Y:1.899910 | Z: 1.628471
Counter: 99 | X: 1.493349 | Y:1.946371 | Z: 1.621835
Counter: 100 | X: 1.521261 | Y:1.950266 | Z: 1.604413
Counter: 101 | X: 1.503053 | Y:1.937385 | Z: 1.596391
Counter: 102 | X: 1.520763 | Y:1.949744 | Z: 1.588254
Counter: 103 | X: 1.527213 | Y:1.951984 | Z: 1.584403
Counter: 104 | X: 1.527825 | Y:1.959558 | Z: 1.582996
Counter: 105 | X: 1.524626 | Y:1.965692 | Z: 1.583677
Counter: 106 | X: 1.522130 | Y:1.971881 | Z: 1.585504
Counter: 107 | X: 1.526114 | Y:1.987805 | Z: 1.586378
Counter: 108 | X: 1.533914 | Y:1.998273 | Z: 1.603388
Counter: 109 | X: 1.522921 | Y:2.000770 | Z: 1.631367
Counter: 110 | X: 1.529877 | Y:2.000568 | Z: 1.626416
Counter: 111 | X: 1.573229 | Y:1.969367 | Z: 1.608302
Counter: 112 | X: 1.597305 | Y:1.986509 | Z: 1.618167
Counter: 113 | X: 1.595183 | Y:1.983360 | Z: 1.611478
Counter: 114 | X: 1.593073 | Y:1.977615 | Z: 1.612752
Counter: 115 | X: 1.607322 | Y:1.977667 | Z: 1.611259
Counter: 116 | X: 1.615413 | Y:1.980784 | Z: 1.615294
Counter: 117 | X: 1.622404 | Y:1.999238 | Z: 1.615336
Counter: 118 | X: 1.623673 | Y:1.974433 | Z: 1.606374
Counter: 119 | X: 1.632059 | Y:1.978601 | Z: 1.609909
Counter: 120 | X: 1.625286 | Y:1.978218 | Z: 1.611918
Counter: 121 | X: 1.626033 | Y:1.978078 | Z: 1.614564
Counter: 122 | X: 1.627805 | Y:1.969650 | Z: 1.614645
Counter: 123 | X: 1.648580 | Y:1.971439 | Z: 1.606870
Counter: 124 | X: 1.658271 | Y:1.981758 | Z: 1.604098
Counter: 125 | X: 1.663895 | Y:1.991926 | Z: 1.607650
Counter: 126 | X: 1.669357 | Y:1.998712 | Z: 1.606594
Counter: 127 | X: 1.675694 | Y:2.002132 | Z: 1.609238
Counter: 128 | X: 1.694242 | Y:2.000797 | Z: 1.620790
Counter: 129 | X: 1.705096 | Y:1.989995 | Z: 1.636774
Counter: 130 | X: 1.696719 | Y:1.982390 | Z: 1.648581
Counter: 131 | X: 1.688675 | Y:1.975629 | Z: 1.655579
Counter: 132 | X: 1.689820 | Y:1.969650 | Z: 1.658202
Counter: 133 | X: 1.696478 | Y:1.964039 | Z: 1.658682
Counter: 134 | X: 1.710407 | Y:1.958193 | Z: 1.654181
Counter: 135 | X: 1.720631 | Y:1.964059 | Z: 1.650202
Counter: 136 | X: 1.723916 | Y:1.976102 | Z: 1.649893
Counter: 137 | X: 1.720959 | Y:1.986791 | Z: 1.646454
Counter: 138 | X: 1.734791 | Y:1.991407 | Z: 1.638109
Counter: 139 | X: 1.750890 | Y:1.991445 | Z: 1.634958
Counter: 140 | X: 1.752552 | Y:1.990525 | Z: 1.637699
Counter: 141 | X: 1.748345 | Y:1.987692 | Z: 1.637878
Counter: 142 | X: 1.746957 | Y:1.985826 | Z: 1.636296
Counter: 143 | X: 1.743727 | Y:1.980020 | Z: 1.634271
Counter: 144 | X: 1.739793 | Y:1.975871 | Z: 1.637835
Counter: 145 | X: 1.747383 | Y:1.971030 | Z: 1.642388
Counter: 146 | X: 1.750661 | Y:1.967072 | Z: 1.645250
Counter: 147 | X: 1.741202 | Y:1.972257 | Z: 1.653666
Counter: 148 | X: 1.734015 | Y:1.983008 | Z: 1.660777
Counter: 149 | X: 1.737471 | Y:1.989301 | Z: 1.660685
Counter: 150 | X: 1.743816 | Y:1.989261 | Z: 1.660609
Counter: 151 | X: 1.754489 | Y:1.982996 | Z: 1.659193
Counter: 152 | X: 1.751098 | Y:1.973790 | Z: 1.660730
Counter: 153 | X: 1.747969 | Y:1.967688 | Z: 1.659475
Counter: 154 | X: 1.749019 | Y:1.965230 | Z: 1.652697
Counter: 155 | X: 1.750633 | Y:1.962317 | Z: 1.645129
Counter: 156 | X: 1.744199 | Y:1.958050 | Z: 1.645043
Counter: 157 | X: 1.732688 | Y:1.952325 | Z: 1.646693
Counter: 158 | X: 1.724416 | Y:1.947663 | Z: 1.649561
Counter: 159 | X: 1.716433 | Y:1.946169 | Z: 1.655476
Counter: 160 | X: 1.713883 | Y:1.956781 | Z: 1.661380
Counter: 161 | X: 1.727147 | Y:1.965775 | Z: 1.658058
Counter: 162 | X: 1.734843 | Y:1.968253 | Z: 1.651977
Counter: 163 | X: 1.734712 | Y:1.967239 | Z: 1.653964
Counter: 164 | X: 1.730556 | Y:1.965394 | Z: 1.655572
Counter: 165 | X: 1.733503 | Y:1.964045 | Z: 1.663991
Counter: 166 | X: 1.734785 | Y:1.966548 | Z: 1.675225
